Month_Year,Hospital_Name,Hospital_ID,Hospital_Department,ReferralType,TotalReferrals
"Feb-2018","Cavan Monaghan Hospital","402","Gynaecology","General Referral",42
"Feb-2018","Cavan Monaghan Hospital","402","Haematology","General Referral",3
"Feb-2018","Cavan Monaghan Hospital","402","Neurology","General Referral",4
"Feb-2018","Cavan Monaghan Hospital","402","Orthopaedics","General Referral",43
"Feb-2018","Cavan Monaghan Hospital","402","Otolaryngology (ENT)","General Referral",34
"Feb-2018","Cavan Monaghan Hospital","402","Paediatrics","General Referral",36
"Feb-2018","Charter Medical","9120","Medicine for the Elderly","General Referral",2
"Feb-2018","Connolly Hospital","108","Cardiology","General Referral",31
"Feb-2018","Connolly Hospital","108","Dermatology","General Referral",20
"Feb-2018","Connolly Hospital","108","Endocrinology","General Referral",12
"Feb-2018","Connolly Hospital","108","Gastro-Enterology","General Referral",44
"Feb-2018","Connolly Hospital","108","General Surgery","General Referral",42
"Feb-2018","Connolly Hospital","108","Geriatric Medicine","General Referral",8
"Feb-2018","Connolly Hospital","108","Gynaecology","General Referral",7
"Feb-2018","Connolly Hospital","108","Haematology","General Referral",14
"Feb-2018","Connolly Hospital","108","Nephrology","General Referral",5
"Feb-2018","Connolly Hospital","108","Ophthalmology","General Referral",5
"Feb-2018","Connolly Hospital","108","Orthopaedics","General Referral",64
"Feb-2018","Connolly Hospital","108","Otolaryngology (ENT)","General Referral",14
"Feb-2018","Connolly Hospital","108","Plastic Surgery","General Referral",11
"Feb-2018","Connolly Hospital","108","Respiratory Medicine","General Referral",13
"Feb-2018","Connolly Hospital","108","Rheumatology","General Referral",26
"Feb-2018","Connolly Hospital","108","Urology","General Referral",30
"Feb-2018","Coombe Women & Infants University Hospital","930","Gynaecology","General Referral",70
"Feb-2018","Cork University Hospital","724","Cardiology","General Referral",66
"Feb-2018","Cork University Hospital","724","Cardio-Thoracic Surgery","General Referral",3
"Feb-2018","Cork University Hospital","724","CUH Referral Centre","Breast Clinic Referral",386
"Feb-2018","Cork University Hospital","724","CUH Referral Centre","Lung Cancer Referral",26
"Feb-2018","Cork University Hospital","724","CUH Referral Centre","Prostate Cancer Referral",19
"Feb-2018","Cork University Hospital","724","Diabetes Mellitus","General Referral",5
"Feb-2018","Cork University Hospital","724","Endocrinology","General Referral",15
"Feb-2018","Cork University Hospital","724","Gastro-Enterology","General Referral",37
"Feb-2018","Cork University Hospital","724","General Surgery","General Referral",56
"Feb-2018","Cork University Hospital","724","Geriatric Medicine","General Referral",26
"Feb-2018","Cork University Hospital","724","Maxillo-Facial","General Referral",2
"Feb-2018","Cork University Hospital","724","Nephrology","General Referral",16
"Feb-2018","Cork University Hospital","724","Neurology","General Referral",46
"Feb-2018","Cork University Hospital","724","Neurosurgery","General Referral",37
"Feb-2018","Cork University Hospital","724","Ophthalmology","General Referral",88
"Feb-2018","Cork University Hospital","724","Paediatric Endocrinology","General Referral",3
"Feb-2018","Cork University Hospital","724","Paediatric Medicine","General Referral",48
"Feb-2018","Cork University Hospital","724","Paediatric Neurology","General Referral",8
"Feb-2018","Cork University Hospital","724","Paediatric Respiratory Medicine","General Referral",4
"Feb-2018","Cork University Hospital","724","Plastic Surgery","General Referral",35
"Feb-2018","Cork University Hospital","724","Respiratory Medicine","General Referral",26
"Feb-2018","Cork University Hospital","724","Rheumatology","General Referral",27
"Feb-2018","Cork University Hospital","724","Urology","General Referral",46
"Feb-2018","Cork University Hospital","724","Vascular Surgery","General Referral",29
"Feb-2018","Cork University Maternity Hospital","725","Gynaecology","General Referral",76
"Feb-2018","County Clinic Longford","9103","General Surgery","General Referral",23
"Feb-2018","County Clinic Longford","9103","Gynaecology","General Referral",6
"Feb-2018","County Clinic Longford","9103","Obstetrics","General Referral",1
"Feb-2018","County Clinic Longford","9103","Ophthalmology","General Referral",1
"Feb-2018","County Clinic Longford","9103","Paediatrics","General Referral",8
"Feb-2018","Kerry General Hospital","726","Audiology","General Referral",3
"Feb-2018","Kerry General Hospital","726","Cardiology","General Referral",30
"Feb-2018","Kerry General Hospital","726","Dermatology","General Referral",39
"Feb-2018","Kerry General Hospital","726","Diabetes Mellitus","General Referral",2
"Feb-2018","Kerry General Hospital","726","Endocrinology","General Referral",7
"Feb-2018","Kerry General Hospital","726","General Medicine","General Referral",42
"Feb-2018","Kerry General Hospital","726","General Surgery","General Referral",279
"Feb-2018","Kerry General Hospital","726","Geriatric Medicine","General Referral",8
"Feb-2018","Kerry General Hospital","726","Gynaecology","General Referral",55
"Feb-2018","Kerry General Hospital","726","Neurology","General Referral",17
"Feb-2018","Kerry General Hospital","726","Orthopaedics","General Referral",123
"Feb-2018","Kerry General Hospital","726","Otolaryngology (ENT)","General Referral",30
"Feb-2018","Kerry General Hospital","726","Paediatrics","General Referral",39
"Feb-2018","Kerry General Hospital","726","Plastic Surgery","General Referral",2
"Feb-2018","Kerry General Hospital","726","Renal","General Referral",5
"Feb-2018","Kerry General Hospital","726","Rheumatology","General Referral",25
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Anaesthesia / Pain Management","General Referral",8
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Cardiology","General Referral",17
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Dermatology","General Referral",21
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Dietician","General Referral",1
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Endocrinology","General Referral",2
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Endoscopy","General Referral",17
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","ENT","General Referral",23
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Gastroenterology","General Referral",19
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","General Surgery","General Referral",32
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Gynaecology","General Referral",3
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Haematuria Clinic","General Referral",2
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Medicals – Pre Employment / Executive / Occupation","General Referral",1
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Neurology","General Referral",1
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Ophthalmology","General Referral",6
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Orthopaedics","General Referral",11
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Paediatrician","General Referral",10
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Plastic Surgery","General Referral",7
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Radiology","General Referral",6
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Ultrasound","General Referral",5
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Urology","General Referral",9
"Feb-2018","Kingsbridge Private Hospital Sligo","9102","Vasectomy","General Referral",1
"Feb-2018","Letterkenny University Hospital","500","Antenatal","General Referral",32
"Feb-2018","Letterkenny University Hospital","500","Cardiology","General Referral",26
"Feb-2018","Letterkenny University Hospital","500","Colorectal","General Referral",13
"Feb-2018","Letterkenny University Hospital","500","Colposcopy","General Referral",10
"Feb-2018","Letterkenny University Hospital","500","Day Services","General Referral",64
"Feb-2018","Letterkenny University Hospital","500","Dermatology","General Referral",44
"Feb-2018","Letterkenny University Hospital","500","Endocrinology","General Referral",10
"Feb-2018","Letterkenny University Hospital","500","Gastro-Enterology","General Referral",20
"Feb-2018","Letterkenny University Hospital","500","General Medicine","General Referral",16
"Feb-2018","Letterkenny University Hospital","500","General Surgery","General Referral",44
"Feb-2018","Letterkenny University Hospital","500","Gynaecology","General Referral",27
"Feb-2018","Letterkenny University Hospital","500","Haematology","General Referral",6
"Feb-2018","Letterkenny University Hospital","500","Letterkenny Breast Unit","Breast Clinic Referral",102
"Feb-2018","Letterkenny University Hospital","500","Letterkenny Breast Unit","General Referral",1
"Feb-2018","Letterkenny University Hospital","500","Nephrology","General Referral",2
"Feb-2018","Letterkenny University Hospital","500","Neurology","General Referral",3
"Feb-2018","Letterkenny University Hospital","500","Ophthalmology","General Referral",19
"Feb-2018","Letterkenny University Hospital","500","Oral Surgery","General Referral",6
"Feb-2018","Letterkenny University Hospital","500","Orthopaedics","General Referral",55
"Feb-2018","Letterkenny University Hospital","500","Otolaryngology (ENT)","General Referral",43
"Feb-2018","Letterkenny University Hospital","500","Paediatrics","General Referral",22
"Feb-2018","Letterkenny University Hospital","500","Psychiatry","General Referral",2
"Feb-2018","Letterkenny University Hospital","500","Respiratory Medicine","General Referral",14
"Feb-2018","Letterkenny University Hospital","500","Rheumatology","General Referral",9
"Feb-2018","Letterkenny University Hospital","500","Urodynamics","General Referral",1
"Feb-2018","Letterkenny University Hospital","500","Urology","General Referral",7
"Feb-2018","Letterkenny University Hospital","500","X-Ray","General Referral",12
"Feb-2018","Louth County Hospital","400","Endocrinology","General Referral",4
"Feb-2018","Louth County Hospital","400","General Medicine","General Referral",16
"Feb-2018","Louth County Hospital","400","General Surgery","General Referral",31
"Feb-2018","Louth County Hospital","400","Gynaecology","General Referral",15
"Feb-2018","Louth County Hospital","400","Minor Operations","General Referral",16
"Feb-2018","Louth County Hospital","400","Orthopaedics","General Referral",34
"Feb-2018","Louth County Hospital","400","Paediatrics","General Referral",7
"Feb-2018","Louth County Hospital","400","Urology","General Referral",9
"Feb-2018","Mallow General Hospital","703","General Medicine","General Referral",62
"Feb-2018","Mallow General Hospital","703","General Surgery","General Referral",83
"Feb-2018","Mallow General Hospital","703","Otolaryngology (ENT)","General Referral",33
"Feb-2018","Mater Private Drogheda Outreach Clinic","9065","Breast Surgery","General Referral",1
"Feb-2018","Mater Private Drogheda Outreach Clinic","9065","Cardiology","General Referral",6
"Feb-2018","Mater Private Drogheda Outreach Clinic","9065","ENT","General Referral",1
"Feb-2018","Mater Private Drogheda Outreach Clinic","9065","Vascular","General Referral",1
"Feb-2018","Mater Private Hospital Cork","9062","Cardiology","General Referral",12
"Feb-2018","Mater Private Hospital Cork","9062","Dermatology","General Referral",12
"Feb-2018","Mater Private Hospital Cork","9062","Emergency Department","General Referral",1
"Feb-2018","Mater Private Hospital Cork","9062","Endocrinology","General Referral",1
"Feb-2018","Mater Private Hospital Cork","9062","Gastroenterology","General Referral",17
"Feb-2018","Mater Private Hospital Cork","9062","General Surgery","General Referral",19
"Feb-2018","Mater Private Hospital Cork","9062","Gynaecology","General Referral",8
"Feb-2018","Mater Private Hospital Cork","9062","Ophthalmic Surgery","General Referral",5
"Feb-2018","Mater Private Hospital Cork","9062","Orthopaedic Surgery","General Referral",13
"Feb-2018","Mater Private Hospital Cork","9062","Pain Medicine","General Referral",3
"Feb-2018","Mater Private Hospital Cork","9062","Plastic Surgery","General Referral",5
"Feb-2018","Mater Private Hospital Cork","9062","Respiratory","General Referral",1
"Feb-2018","Mater Private Hospital Cork","9062","Rheumatology","General Referral",4
"Feb-2018","Mater Private Hospital Cork","9062","Spinal Surgery","General Referral",2
"Feb-2018","Mater Private Hospital Cork","9062","Urology","General Referral",4
"Feb-2018","Mater Private Hospital Cork","9062","Vascular Surgery","General Referral",4
"Feb-2018","Mater Private Hospital Dublin","9060","Breast Imaging/TAC","Breast Clinic Referral",38
"Feb-2018","Mater Private Hospital Dublin","9060","Cardiology – Arrhythmia service","General Referral",8
"Feb-2018","Mater Private Hospital Dublin","9060","Cardiology - Consultant clinics","General Referral",27
"Feb-2018","Mater Private Hospital Dublin","9060","Emergency Department","General Referral",4
"Feb-2018","Mater Private Hospital Dublin","9060","Orthopaedic & Spine","General Referral",7
"Feb-2018","Mater Private Hospital Dublin","9060","Prostate (Direct Access)","Prostate Cancer Referral",3
"Feb-2018","Mater Private Hospital Dublin","9060","Radiology","General Referral",11
"Feb-2018","Mater Private Hospital Dublin","9060","Same Day Appt – Breast Surgery","General Referral",1
"Feb-2018","Mater Private Hospital Dublin","9060","Same Day Appt - Endocrinology","General Referral",1
"Feb-2018","Mater Private Hospital Dublin","9060","Same Day Appt – ENT","General Referral",9
"Feb-2018","Mater Private Hospital Dublin","9060","Same Day Appt – Gastroenterology","General Referral",6
"Feb-2018","Mater Private Hospital Dublin","9060","Same Day Appt – General/Colorect","General Referral",5
"Feb-2018","Mater Private Hospital Dublin","9060","Same Day Appt – Gynaecology","General Referral",2
"Feb-2018","Mater Private Hospital Dublin","9060","Same Day Appt – Haematology","General Referral",1
"Feb-2018","Mater Private Hospital Dublin","9060","Same Day Appt – Orthopaedic","General Referral",2
"Feb-2018","Mater Private Hospital Dublin","9060","Same Day Appt – Respiratory","General Referral",2
"Feb-2018","Mater Private Hospital Dublin","9060","Same Day Appt – Spine","General Referral",2
"Feb-2018","Mater Private Hospital Dublin","9060","Same Day Appt – Urology","General Referral",7
"Feb-2018","Mater Private Hospital Dublin","9060","Same Day Appt - Vascular","General Referral",2
"Feb-2018","Mater Private Hospital Dublin","9060","Vascular","General Referral",5
"Feb-2018","Mater Public Hospital","908","Cardiac/Thoracic Surgery","General Referral",2
"Feb-2018","Mater Public Hospital","908","Cardiology - Rapid Chest Pain","General Referral",29
"Feb-2018","Mater Public Hospital","908","Colorectal Surgery","General Referral",15
"Feb-2018","Mater Public Hospital","908","Dermatology","General Referral",73
"Feb-2018","Mater Public Hospital","908","Diabetic/Endocrinology","General Referral",22
"Feb-2018","Mater Public Hospital","908","ENT Surgery","General Referral",49
"Feb-2018","Mater Public Hospital","908","Gastroenterology","General Referral",87
"Feb-2018","Mater Public Hospital","908","Gen Med/Cardiology","General Referral",32
"Feb-2018","Mater Public Hospital","908","Gen/Vas Surgery","General Referral",35
"Feb-2018","Mater Public Hospital","908","General Surgery","General Referral",44
"Feb-2018","Mater Public Hospital","908","Geriatrics","General Referral",15
"Feb-2018","Mater Public Hospital","908","Gynaecology","General Referral",10
"Feb-2018","Mater Public Hospital","908","Haematology","General Referral",12
"Feb-2018","Mater Public Hospital","908","Hepatobiliary","General Referral",1
"Feb-2018","Mater Public Hospital","908","Hepatology","General Referral",17
"Feb-2018","Mater Public Hospital","908","Infectious Diseases","General Referral",4
"Feb-2018","Mater Public Hospital","908","Mater Lung Clinic","Lung Cancer Referral",14
"Feb-2018","Mater Public Hospital","908","Mater Prostate Clinic","Prostate Cancer Referral",26
"Feb-2018","Mater Public Hospital","908","Mater Public Breast Unit","Breast Clinic Referral",364
"Feb-2018","Mater Public Hospital","908","Metabolic Disease","General Referral",1
"Feb-2018","Mater Public Hospital","908","Nephrology","General Referral",10
"Feb-2018","Mater Public Hospital","908","Neurology","General Referral",39
"Feb-2018","Mater Public Hospital","908","Oncology","General Referral",4
"Feb-2018","Mater Public Hospital","908","Ophthalmology","General Referral",56
"Feb-2018","Mater Public Hospital","908","Orthopaedic","General Referral",63
"Feb-2018","Mater Public Hospital","908","Pain Medicine","General Referral",18
"Feb-2018","Mater Public Hospital","908","Plastic Surgery","General Referral",34
"Feb-2018","Mater Public Hospital","908","Psychiatry","General Referral",10
"Feb-2018","Mater Public Hospital","908","Respiratory Med","General Referral",20
"Feb-2018","Mater Public Hospital","908","Rheumatology","General Referral",26
"Feb-2018","Mater Public Hospital","908","Urology","General Referral",52
"Feb-2018","Mayo University Hospital","802","Dermatology","General Referral",19
"Feb-2018","Mayo University Hospital","802","Diabetes Mellitus","General Referral",2
"Feb-2018","Mayo University Hospital","802","General Medicine","General Referral",80
"Feb-2018","Mayo University Hospital","802","General Surgery","General Referral",114
"Feb-2018","Mayo University Hospital","802","Gynaecology","General Referral",64
"Feb-2018","Mayo University Hospital","802","Nephrology","General Referral",1
"Feb-2018","Mayo University Hospital","802","Obstetrics","General Referral",27
"Feb-2018","Mayo University Hospital","802","Orthopaedics","General Referral",94
"Feb-2018","Mayo University Hospital","802","Otolaryngology (ENT)","General Referral",27
"Feb-2018","Mayo University Hospital","802","Paediatrics","General Referral",46
"Feb-2018","Mayo University Hospital","802","Urology","General Referral",3
"Feb-2018","Mercy University Hospital","913","Cardiology","General Referral",34
"Feb-2018","Mercy University Hospital","913","Gastro-Enterology","General Referral",52
"Feb-2018","Mercy University Hospital","913","Gastro-Intestinal Surgery","General Referral",17
"Feb-2018","Mercy University Hospital","913","General Medicine","General Referral",3
"Feb-2018","Mercy University Hospital","913","General Surgery","General Referral",28
"Feb-2018","Mercy University Hospital","913","Geriatric Medicine","General Referral",8
"Feb-2018","Mercy University Hospital","913","Haematology","General Referral",7
"Feb-2018","Mercy University Hospital","913","Hepato-Biliary Surgery","General Referral",4
"Feb-2018","Mercy University Hospital","913","Infectious Diseases","General Referral",1
"Feb-2018","Mercy University Hospital","913","Neurology","General Referral",10
"Feb-2018","Mercy University Hospital","913","Paediatric Neurology","General Referral",5
"Feb-2018","Mercy University Hospital","913","Paediatrics","General Referral",30
"Feb-2018","Mercy University Hospital","913","Pain Relief","General Referral",19
"Feb-2018","Mercy University Hospital","913","Radiology","General Referral",400
"Feb-2018","Mercy University Hospital","913","Respiratory Medicine","General Referral",28
"Feb-2018","Mercy University Hospital","913","Urology","General Referral",57
"Feb-2018","Mercy University Hospital","913","Vascular Surgery","General Referral",24
"Feb-2018","Merlin Park University Hospital","801","Radiology","General Referral",35
"Feb-2018","Midland Regional Hospital Portlaoise","201","Cardiology","General Referral",17
"Feb-2018","Midland Regional Hospital Portlaoise","201","Endocrinology","General Referral",3
"Feb-2018","Midland Regional Hospital Portlaoise","201","General Medicine","General Referral",2
"Feb-2018","Midland Regional Hospital Portlaoise","201","General Surgery","General Referral",34
"Feb-2018","Midland Regional Hospital Portlaoise","201","Gynaecology","General Referral",23
"Feb-2018","Midland Regional Hospital Portlaoise","201","Haematology","General Referral",1
"Feb-2018","Midland Regional Hospital Portlaoise","201","Obstetrics","General Referral",21
"Feb-2018","Midland Regional Hospital Portlaoise","201","Ophthalmology","General Referral",9
"Feb-2018","Midland Regional Hospital Portlaoise","201","Paediatrics","General Referral",19
"Feb-2018","Midland Regional Hospital Portlaoise","201","Urology","General Referral",7
"Feb-2018","Mullingar Midland Regional Hospital","202","Cardiology","General Referral",43
"Feb-2018","Mullingar Midland Regional Hospital","202","Dermatology","General Referral",5
"Feb-2018","Mullingar Midland Regional Hospital","202","Diabetes Mellitus","General Referral",4
"Feb-2018","Mullingar Midland Regional Hospital","202","Endocrinology","General Referral",11
"Feb-2018","Mullingar Midland Regional Hospital","202","General Medicine","General Referral",38
"Feb-2018","Mullingar Midland Regional Hospital","202","General Surgery","General Referral",131
"Feb-2018","Mullingar Midland Regional Hospital","202","Geriatric Medicine","General Referral",8
"Feb-2018","Mullingar Midland Regional Hospital","202","Gynaecology","General Referral",68
"Feb-2018","Mullingar Midland Regional Hospital","202","Haematology","General Referral",1
"Feb-2018","Mullingar Midland Regional Hospital","202","Obstetrics","General Referral",39
"Feb-2018","Mullingar Midland Regional Hospital","202","Ophthalmology","General Referral",9
"Feb-2018","Mullingar Midland Regional Hospital","202","Paediatrics","General Referral",39
"Feb-2018","Mullingar Midland Regional Hospital","202","Pigmented Lesion","Pigmented Lesion Referral",2
"Feb-2018","Mullingar Midland Regional Hospital","202","Respiratory Medicine","General Referral",36
"Feb-2018","Naas General Hospital","102","Anaesthetics","General Referral",1
"Feb-2018","Naas General Hospital","102","Cardiology","General Referral",25
"Feb-2018","Naas General Hospital","102","Dermatology","General Referral",41
"Feb-2018","Naas General Hospital","102","Endocrinology","General Referral",13
"Feb-2018","Naas General Hospital","102","Gastro-Enterology","General Referral",43
"Feb-2018","Naas General Hospital","102","General Medicine","General Referral",6
"Feb-2018","Naas General Hospital","102","General Surgery","General Referral",68
"Feb-2018","Naas General Hospital","102","Geriatric Medicine","General Referral",5
"Feb-2018","Naas General Hospital","102","Haematology","General Referral",4
"Feb-2018","Naas General Hospital","102","Orthopaedics","General Referral",43
"Feb-2018","Naas General Hospital","102","Palliative Medicine","General Referral",1
"Feb-2018","Naas General Hospital","102","Respiratory Medicine","General Referral",19
"Feb-2018","Naas General Hospital","102","Rheumatology","General Referral",6
"Feb-2018","National Maternity Hospital Holles Street","931","Gynaecology","General Referral",58
"Feb-2018","National Maternity Hospital Holles Street","931","Obstetrics","General Referral",23
"Feb-2018","Our Lady of Lourdes Hospital","922","Cardiology","General Referral",49
"Feb-2018","Our Lady of Lourdes Hospital","922","Dermatology","General Referral",106
"Feb-2018","Our Lady of Lourdes Hospital","922","Endocrinology","General Referral",17
"Feb-2018","Our Lady of Lourdes Hospital","922","Gastro-Enterology","General Referral",26
"Feb-2018","Our Lady of Lourdes Hospital","922","General Surgery","General Referral",37
"Feb-2018","Our Lady of Lourdes Hospital","922","Geriatric Medicine","General Referral",13
"Feb-2018","Our Lady of Lourdes Hospital","922","Gynaecology","General Referral",71
"Feb-2018","Our Lady of Lourdes Hospital","922","Haematology","General Referral",10
"Feb-2018","Our Lady of Lourdes Hospital","922","Minor Ops","General Referral",11
"Feb-2018","Our Lady of Lourdes Hospital","922","Nephrology","General Referral",3
"Feb-2018","Our Lady of Lourdes Hospital","922","Ophthalmology","General Referral",14
"Feb-2018","Our Lady of Lourdes Hospital","922","Otolaryngology (ENT)","General Referral",64
"Feb-2018","Our Lady of Lourdes Hospital","922","Paediatric Orthopaedic Surgery","General Referral",7
"Feb-2018","Our Lady of Lourdes Hospital","922","Paediatric Surgery","General Referral",8
"Feb-2018","Our Lady of Lourdes Hospital","922","Paediatrics","General Referral",53
"Feb-2018","Our Lady of Lourdes Hospital","922","Pigmented Lesion","Pigmented Lesion Referral",34
"Feb-2018","Our Lady of Lourdes Hospital","922","Respiratory Medicine","General Referral",34
"Feb-2018","Our Lady of Lourdes Hospital","922","Tropical","General Referral",1
"Feb-2018","Our Lady of Lourdes Hospital","922","Urology","General Referral",29
"Feb-2018","Our Lady's Children's Hospital Crumlin","941","Allergy","General Referral",19
"Feb-2018","Our Lady's Children's Hospital Crumlin","941","General Medicine","General Referral",62
"Feb-2018","Our Lady's Children's Hospital Crumlin","941","Plastic Surgery","General Referral",12
"Feb-2018","Our Lady's Hospital Manorhamilton","502","Rheumatology","General Referral",17
"Feb-2018","Our Lady's Hospital Manorhamilton","502","Rheumatology Dexa","General Referral",4
"Feb-2018","Our Lady's Hospital Navan","403","Cardiology","General Referral",20
"Feb-2018","Our Lady's Hospital Navan","403","Diabetes Mellitus","General Referral",7
"Feb-2018","Our Lady's Hospital Navan","403","Endocrinology","General Referral",5
"Feb-2018","Our Lady's Hospital Navan","403","Gastro-Enterology","General Referral",14
"Feb-2018","Our Lady's Hospital Navan","403","General Surgery","General Referral",67
"Feb-2018","Our Lady's Hospital Navan","403","Geriatric / Memory Loss","General Referral",2
"Feb-2018","Our Lady's Hospital Navan","403","Gynaecology","General Referral",5
"Feb-2018","Our Lady's Hospital Navan","403","Orthopaedics","General Referral",62
"Feb-2018","Our Lady's Hospital Navan","403","Respiratory Medicine","General Referral",5
"Feb-2018","Our Lady's Hospital Navan","403","Rheumatology","General Referral",43
"Feb-2018","Portiuncula University Hospital","919","Cardiology","General Referral",16
"Feb-2018","Portiuncula University Hospital","919","Dermatology","General Referral",8
"Feb-2018","Portiuncula University Hospital","919","Endocrinology","General Referral",8
"Feb-2018","Portiuncula University Hospital","919","General Medicine","General Referral",10
"Feb-2018","Portiuncula University Hospital","919","General Surgery","General Referral",69
"Feb-2018","Portiuncula University Hospital","919","Gynaecology","General Referral",49
"Feb-2018","Portiuncula University Hospital","919","Nerve Conductive","General Referral",3
"Feb-2018","Portiuncula University Hospital","919","Obstetrics","General Referral",30
"Feb-2018","Portiuncula University Hospital","919","Oncology","General Referral",1
"Feb-2018","Portiuncula University Hospital","919","Paediatrics","General Referral",31
"Feb-2018","Portiuncula University Hospital","919","Pain Relief","General Referral",4
"Feb-2018","Portiuncula University Hospital","919","Urology","General Referral",18
"Feb-2018","Roscommon University Hospital","803","Endocrinology","General Referral",1
"Feb-2018","Roscommon University Hospital","803","General Medicine","General Referral",18
"Feb-2018","Roscommon University Hospital","803","General Surgery","General Referral",42
"Feb-2018","Roscommon University Hospital","803","Orthopaedics","General Referral",6
"Feb-2018","Roscommon University Hospital","803","Otolaryngology (ENT)","General Referral",12
"Feb-2018","Roscommon University Hospital","803","Pigmented Lesion","General Referral",2
"Feb-2018","Roscommon University Hospital","803","Pigmented Lesion","Pigmented Lesion Referral",9
"Feb-2018","Roscommon University Hospital","803","Plastic Surgery","General Referral",48
"Feb-2018","Roscommon University Hospital","803","Urology","General Referral",4
"Feb-2018","Roscommon University Hospital","803","Vascular Surgery","General Referral",11
"Feb-2018","Rotunda Hospital","932","Gynaecology","General Referral",86
"Feb-2018","Rotunda Hospital","932","Obstetrics","General Referral",36
"Feb-2018","Rotunda Hospital","932","Ultrasound","General Referral",16
"Feb-2018","Royal Victoria Eye and Ear Hospital","950","Ophthalmology","Ophthalmology Referral",50
"Feb-2018","Royal Victoria Eye and Ear Hospital","950","Otolaryngology (ENT)","General Referral",34
"Feb-2018","Sligo University Hospital","501","Dermatology","General Referral",36
"Feb-2018","Sligo University Hospital","501","Diabetes Mellitus","General Referral",6
"Feb-2018","Sligo University Hospital","501","Endocrinology","General Referral",7
"Feb-2018","Sligo University Hospital","501","General Medicine","General Referral",83
"Feb-2018","Sligo University Hospital","501","General Surgery","General Referral",78
"Feb-2018","Sligo University Hospital","501","Haematology","General Referral",8
"Feb-2018","Sligo University Hospital","501","Immunology","General Referral",1
"Feb-2018","Sligo University Hospital","501","Nephrology","General Referral",8
"Feb-2018","Sligo University Hospital","501","Neurology","General Referral",7
"Feb-2018","Sligo University Hospital","501","Obstetrics/Gynaecology","General Referral",45
"Feb-2018","Sligo University Hospital","501","Ophthalmology","General Referral",7
"Feb-2018","Sligo University Hospital","501","Ophthalmology","Ophthalmology Referral",5
"Feb-2018","Sligo University Hospital","501","Orthopaedics","General Referral",42
"Feb-2018","Sligo University Hospital","501","Otolaryngology (ENT)","General Referral",74
"Feb-2018","Sligo University Hospital","501","Paediatrics","General Referral",41
"Feb-2018","Sligo University Hospital","501","Pain Relief","General Referral",12
"Feb-2018","Sligo University Hospital","501","Pigmented Lesion","Pigmented Lesion Referral",6
"Feb-2018","Sligo University Hospital","501","Urology","General Referral",19
"Feb-2018","South Infirmary Victoria Hospital","915","Dermatology","General Referral",133
"Feb-2018","South Infirmary Victoria Hospital","915","Dermatology","Pigmented Lesion Referral",1
"Feb-2018","South Infirmary Victoria Hospital","915","Endocrinology","General Referral",6
"Feb-2018","South Infirmary Victoria Hospital","915","General Surgery","General Referral",135
"Feb-2018","South Infirmary Victoria Hospital","915","Maxillo-Facial","General Referral",9
"Feb-2018","South Infirmary Victoria Hospital","915","Orthopaedics","General Referral",173
"Feb-2018","South Infirmary Victoria Hospital","915","Otolaryngology (ENT)","General Referral",172
"Feb-2018","South Infirmary Victoria Hospital","915","Pain Relief","General Referral",16
"Feb-2018","South Infirmary Victoria Hospital","915","Pigmented Lesion","Pigmented Lesion Referral",95
"Feb-2018","South Infirmary Victoria Hospital","915","Plastic Surgery","General Referral",27
"Feb-2018","South Infirmary Victoria Hospital","915","Rheumatology","General Referral",15
"Feb-2018","South Tipperary General Hospital","607","Cardiology","General Referral",10
"Feb-2018","South Tipperary General Hospital","607","Diabetes Mellitus","General Referral",1
"Feb-2018","South Tipperary General Hospital","607","General Medicine","General Referral",14
"Feb-2018","South Tipperary General Hospital","607","General Surgery","General Referral",52
"Feb-2018","South Tipperary General Hospital","607","Geriatric Medicine","General Referral",2
"Feb-2018","South Tipperary General Hospital","607","Gynaecology","General Referral",23
"Feb-2018","South Tipperary General Hospital","607","Obstetrics","General Referral",6
"Feb-2018","South Tipperary General Hospital","607","Paediatrics","General Referral",8
"Feb-2018","St. Columcille's Hospital","101","Cardiology","General Referral",9
"Feb-2018","St. Columcille's Hospital","101","Endocrinology","General Referral",16
"Feb-2018","St. Columcille's Hospital","101","Gastro-Enterology","General Referral",18
