Month_Year,Hospital_Name,Hospital_ID,Hospital_Department,ReferralType,TotalReferrals
"Aug-2017","Cork University Hospital","724","Gastroenterology","General Referral",1
"Aug-2017","Cork University Hospital","724","General Surgery","General Referral",1
"Aug-2017","Cork University Hospital","724","Gynaecology","General Referral",4
"Aug-2017","Cork University Hospital","724","Neurology","General Referral",1
"Aug-2017","Cork University Hospital","724","Neurosurgery","General Referral",2
"Aug-2017","Cork University Hospital","724","Ophthalmology","General Referral",2
"Aug-2017","Cork University Hospital","724","Paediatric Medicine","General Referral",1
"Aug-2017","Cork University Hospital","724","Paediatric Respiratory","General Referral",1
"Aug-2017","Cork University Hospital","724","Plastic Surgery","General Referral",6
"Aug-2017","Cork University Hospital","724","Respiratory","General Referral",3
"Aug-2017","Cork University Hospital","724","Urology","General Referral",2
"Aug-2017","Cork University Hospital","724","Vascular","General Referral",1
"Aug-2017","County Clinic Longford","9103","Gynaecology","General Referral",1
"Aug-2017","County Clinic Longford","9103","Surgical","General Referral",5
"Aug-2017","Kerry General Hospital","726","Cardiology","General Referral",2
"Aug-2017","Kerry General Hospital","726","Dermatology","General Referral",2
"Aug-2017","Kerry General Hospital","726","General Medicine","General Referral",2
"Aug-2017","Kerry General Hospital","726","General Surgery","General Referral",4
"Aug-2017","Kerry General Hospital","726","Gynaecology","General Referral",1
"Aug-2017","Kerry General Hospital","726","Neurology","General Referral",1
"Aug-2017","Kerry General Hospital","726","Orthopaedics","General Referral",7
"Aug-2017","Kerry General Hospital","726","Paediatrics","General Referral",1
"Aug-2017","Kerry General Hospital","726","Rheumatology","General Referral",1
"Aug-2017","Letterkenny University Hospital","500","Antenatal","General Referral",3
"Aug-2017","Letterkenny University Hospital","500","Colorectal","General Referral",1
"Aug-2017","Letterkenny University Hospital","500","Day Services","General Referral",3
"Aug-2017","Letterkenny University Hospital","500","Dermatology","General Referral",2
"Aug-2017","Letterkenny University Hospital","500","Gastroenterology","General Referral",4
"Aug-2017","Letterkenny University Hospital","500","Gynaecology","General Referral",1
"Aug-2017","Letterkenny University Hospital","500","Haematology","General Referral",1
"Aug-2017","Letterkenny University Hospital","500","Letterkenny Breast Unit","Breast Clinic Referral",2
"Aug-2017","Letterkenny University Hospital","500","Orthopaedics","General Referral",2
"Aug-2017","Letterkenny University Hospital","500","Surgical","General Referral",1
"Aug-2017","Louth County Hospital","400","General Medicine","General Referral",2
"Aug-2017","Louth County Hospital","400","Gynaecology","General Referral",1
"Aug-2017","Louth County Hospital","400","Orthopaedics","General Referral",3
"Aug-2017","Louth County Hospital","400","Surgery","General Referral",2
"Aug-2017","Mallow General Hospital","703","Ear Nose and Throat","General Referral",3
"Aug-2017","Mallow General Hospital","703","General Medicine","General Referral",2
"Aug-2017","Mallow General Hospital","703","General Surgery","General Referral",6
"Aug-2017","Mater Private Hospital Cork","9062","Cardiology","General Referral",2
"Aug-2017","Mater Private Hospital Cork","9062","Rheumatology","General Referral",1
"Aug-2017","Mater Private Hospital Dublin","9060","Breast Imaging / Mammography / TAC","Breast Clinic Referral",1
"Aug-2017","Mater Private Hospital Dublin","9060","Cardiology - Consultant clinics","General Referral",1
"Aug-2017","Mater Public Hospital","908","Cardiac/Thoracic Surgery","General Referral",2
"Aug-2017","Mater Public Hospital","908","Cardiology - Rapid Chest Pain","General Referral",6
"Aug-2017","Mater Public Hospital","908","Colorectal Surgery","General Referral",3
"Aug-2017","Mater Public Hospital","908","Dermatology","General Referral",9
"Aug-2017","Mater Public Hospital","908","Diabetic/Endocrinology","General Referral",11
"Aug-2017","Mater Public Hospital","908","ENT Surgery","General Referral",7
"Aug-2017","Mater Public Hospital","908","Gastroenterology","General Referral",3
"Aug-2017","Mater Public Hospital","908","Gen Med/Cardiology","General Referral",12
"Aug-2017","Mater Public Hospital","908","Gen/Vas Surgery","General Referral",3
"Aug-2017","Mater Public Hospital","908","General Surgery","General Referral",8
"Aug-2017","Mater Public Hospital","908","Geriatrics","General Referral",1
"Aug-2017","Mater Public Hospital","908","Gynaecology","General Referral",2
"Aug-2017","Mater Public Hospital","908","Haematology","General Referral",1
"Aug-2017","Mater Public Hospital","908","Hepatology","General Referral",2
"Aug-2017","Mater Public Hospital","908","Infectious Diseases","General Referral",1
"Aug-2017","Mater Public Hospital","908","Mater Prostate Clinic","Prostate Cancer Referral",1
"Aug-2017","Mater Public Hospital","908","Mater Public Breast Unit","Breast Clinic Referral",12
"Aug-2017","Mater Public Hospital","908","Metabolic Disease","General Referral",1
"Aug-2017","Mater Public Hospital","908","Neurology","General Referral",19
"Aug-2017","Mater Public Hospital","908","Ophthalmology","General Referral",7
"Aug-2017","Mater Public Hospital","908","Orthopaedic","General Referral",39
"Aug-2017","Mater Public Hospital","908","Pain Medicine","General Referral",5
"Aug-2017","Mater Public Hospital","908","Plastic Surgery","General Referral",4
"Aug-2017","Mater Public Hospital","908","Respiratory Med","General Referral",2
"Aug-2017","Mater Public Hospital","908","Rheumatology","General Referral",7
"Aug-2017","Mater Public Hospital","908","Urology","General Referral",16
"Aug-2017","Mayo University Hospital","802","ENT","General Referral",1
"Aug-2017","Mayo University Hospital","802","Medical","General Referral",8
"Aug-2017","Mayo University Hospital","802","Orthopaedic","General Referral",2
"Aug-2017","Mayo University Hospital","802","Paediatrics","General Referral",3
"Aug-2017","Mayo University Hospital","802","Surgical","General Referral",1
"Aug-2017","Mercy University Hospital","913","Gastroenterology","General Referral",1
"Aug-2017","Mercy University Hospital","913","General Surgery","General Referral",1
"Aug-2017","Mercy University Hospital","913","Neurology","General Referral",1
"Aug-2017","Mercy University Hospital","913","Paediatrics","General Referral",1
"Aug-2017","Mercy University Hospital","913","Pain Medicine","General Referral",1
"Aug-2017","Mercy University Hospital","913","Radiology","General Referral",12
"Aug-2017","Mercy University Hospital","913","Vascular","General Referral",2
"Aug-2017","Midland Regional Hospital Portlaoise","201","Cardiology","General Referral",3
"Aug-2017","Midland Regional Hospital Portlaoise","201","Endocrinology","General Referral",1
"Aug-2017","Midland Regional Hospital Portlaoise","201","Gynaecology","General Referral",5
"Aug-2017","Midland Regional Hospital Portlaoise","201","Medical","General Referral",4
"Aug-2017","Midland Regional Hospital Portlaoise","201","Ophthalmology","General Referral",7
"Aug-2017","Midland Regional Hospital Portlaoise","201","Paediatrics","General Referral",8
"Aug-2017","Midland Regional Hospital Portlaoise","201","Surgical","General Referral",9
"Aug-2017","Mullingar Midland Regional Hospital","202","Cardiology","General Referral",3
"Aug-2017","Mullingar Midland Regional Hospital","202","Dermatology","General Referral",2
"Aug-2017","Mullingar Midland Regional Hospital","202","Diabetes Mellitus","General Referral",1
"Aug-2017","Mullingar Midland Regional Hospital","202","General Medicine","General Referral",7
"Aug-2017","Mullingar Midland Regional Hospital","202","General Surgery","General Referral",5
"Aug-2017","Mullingar Midland Regional Hospital","202","Geriatric Medicine","General Referral",2
"Aug-2017","Mullingar Midland Regional Hospital","202","Gynaecology","General Referral",2
"Aug-2017","Mullingar Midland Regional Hospital","202","Haematology","General Referral",1
"Aug-2017","Mullingar Midland Regional Hospital","202","Obstetrics","General Referral",7
"Aug-2017","Mullingar Midland Regional Hospital","202","Ophthalmology","General Referral",3
"Aug-2017","Mullingar Midland Regional Hospital","202","Respiratory","General Referral",4
"Aug-2017","Naas General Hospital","102","Cardiology","General Referral",4
"Aug-2017","Naas General Hospital","102","Dermatology","General Referral",2
"Aug-2017","Naas General Hospital","102","General Medical","General Referral",1
"Aug-2017","Naas General Hospital","102","General Surgical","General Referral",2
"Aug-2017","Naas General Hospital","102","Orthopaedics","General Referral",3
"Aug-2017","Naas General Hospital","102","Respiratory","General Referral",2
"Aug-2017","Naas General Hospital","102","Rheumatology","General Referral",1
"Aug-2017","National Maternity Hospital Holles Street","931","Gynaecology","General Referral",2
"Aug-2017","Our Lady of Lourdes Hospital","922","Cardiology","General Referral",20
"Aug-2017","Our Lady of Lourdes Hospital","922","Dermatology","General Referral",5
"Aug-2017","Our Lady of Lourdes Hospital","922","Endocrinology","General Referral",1
"Aug-2017","Our Lady of Lourdes Hospital","922","ENT","General Referral",4
"Aug-2017","Our Lady of Lourdes Hospital","922","Gastroenterology","General Referral",5
"Aug-2017","Our Lady of Lourdes Hospital","922","General Surgery","General Referral",21
"Aug-2017","Our Lady of Lourdes Hospital","922","Gynaecology","General Referral",36
"Aug-2017","Our Lady of Lourdes Hospital","922","Haematology","General Referral",1
"Aug-2017","Our Lady of Lourdes Hospital","922","Minor Ops","General Referral",2
"Aug-2017","Our Lady of Lourdes Hospital","922","Ophthalmology","General Referral",1
"Aug-2017","Our Lady of Lourdes Hospital","922","Paediatric Surgery","General Referral",1
"Aug-2017","Our Lady of Lourdes Hospital","922","Paediatrics","General Referral",15
"Aug-2017","Our Lady of Lourdes Hospital","922","Pigmented Lesion","Pigmented Lesion Referral",2
"Aug-2017","Our Lady of Lourdes Hospital","922","Respiratory Medicine","General Referral",1
"Aug-2017","Our Lady of Lourdes Hospital","922","Tropical Medicine","General Referral",1
"Aug-2017","Our Lady of Lourdes Hospital","922","Urology","General Referral",4
"Aug-2017","Our Lady's Children's Hospital Crumlin","941","Allergy","General Referral",7
"Aug-2017","Our Lady's Children's Hospital Crumlin","941","General Medical","General Referral",24
"Aug-2017","Our Lady's Hospital Navan","403","Cardiology","General Referral",2
"Aug-2017","Our Lady's Hospital Navan","403","Gastroenterology","General Referral",1
"Aug-2017","Our Lady's Hospital Navan","403","General Surgery","General Referral",1
"Aug-2017","Our Lady's Hospital Navan","403","Orthopaedic","General Referral",6
"Aug-2017","Our Lady's Hospital Navan","403","Rheumatology","General Referral",4
"Aug-2017","Portiuncula University Hospital","919","Endocrinology","General Referral",2
"Aug-2017","Portiuncula University Hospital","919","Obstetrics","General Referral",4
"Aug-2017","Portiuncula University Hospital","919","Paediatrics","General Referral",2
"Aug-2017","Portiuncula University Hospital","919","Surgical","General Referral",4
"Aug-2017","Portiuncula University Hospital","919","Urology","General Referral",1
"Aug-2017","Roscommon University Hospital","803","Orthopaedic","General Referral",1
"Aug-2017","Roscommon University Hospital","803","Plastics","General Referral",2
"Aug-2017","Roscommon University Hospital","803","Urology","General Referral",1
"Aug-2017","Rotunda Hospital","932","Gynaecology","General Referral",1
"Aug-2017","Rotunda Hospital","932","Obstetrics","General Referral",3
"Aug-2017","Royal Victoria Eye and Ear Hospital","950","ENT","General Referral",2
"Aug-2017","Royal Victoria Eye and Ear Hospital","950","Ophthalmology","Ophthalmology Referral",4
"Aug-2017","Sligo University Hospital","501","ENT","General Referral",4
"Aug-2017","Sligo University Hospital","501","Medical","General Referral",31
"Aug-2017","Sligo University Hospital","501","Ophthalmology","General Referral",1
"Aug-2017","Sligo University Hospital","501","Orthopaedics","General Referral",1
"Aug-2017","Sligo University Hospital","501","Paediatrics","General Referral",8
"Aug-2017","Sligo University Hospital","501","Pigmented Lesion Sligo","Pigmented Lesion Referral",1
"Aug-2017","Sligo University Hospital","501","Urology","General Referral",2
"Aug-2017","South Infirmary Victoria Hospital","915","Dermatology","General Referral",7
"Aug-2017","South Infirmary Victoria Hospital","915","Ear Nose and Throat","General Referral",6
"Aug-2017","South Infirmary Victoria Hospital","915","General Surgery","General Referral",4
"Aug-2017","South Infirmary Victoria Hospital","915","Orthopaedics","General Referral",8
"Aug-2017","South Infirmary Victoria Hospital","915","Pain Medicine","General Referral",1
"Aug-2017","South Infirmary Victoria Hospital","915","Pigmented Lesion","Pigmented Lesion Referral",14
"Aug-2017","South Infirmary Victoria Hospital","915","Plastic Surgery","General Referral",1
"Aug-2017","South Infirmary Victoria Hospital","915","Rheumatology","General Referral",1
"Aug-2017","South Tipperary General Hospital","607","Cardiology","General Referral",4
"Aug-2017","South Tipperary General Hospital","607","Diabetes Mellitus","General Referral",3
"Aug-2017","South Tipperary General Hospital","607","General Medicine","General Referral",11
"Aug-2017","South Tipperary General Hospital","607","General Surgery","General Referral",47
"Aug-2017","South Tipperary General Hospital","607","Geriatric Medicine","General Referral",1
"Aug-2017","South Tipperary General Hospital","607","Gynaecology","General Referral",7
"Aug-2017","South Tipperary General Hospital","607","Obstetrics","General Referral",4
"Aug-2017","South Tipperary General Hospital","607","Paediatrics","General Referral",3
"Aug-2017","St. Columcille's Hospital","101","General Medicine","General Referral",1
"Aug-2017","St. Columcille's Hospital","101","Urology","General Referral",1
"Aug-2017","St. James's Hospital","904","Cardiology","General Referral",10
"Aug-2017","St. James's Hospital","904","Dermatology","General Referral",8
"Aug-2017","St. James's Hospital","904","Gastroenterology","General Referral",1
"Aug-2017","St. James's Hospital","904","Haematology","General Referral",2
"Aug-2017","St. James's Hospital","904","Hepatology","General Referral",1
"Aug-2017","St. James's Hospital","904","Pigmented Lesion","Pigmented Lesion Referral",3
"Aug-2017","St. James's Hospital","904","St. James's Breast Clinic","Breast Clinic Referral",17
"Aug-2017","St. James's Hospital","904","St. James's Lung Clinic","Lung Cancer Referral",1
"Aug-2017","St. James's Hospital","904","St. James's Neurology Dept.","Neurology Referral",1
"Aug-2017","St. James's Hospital","904","St. James's Urology","Prostate Cancer Referral",2
"Aug-2017","St. Luke's Hospital, Kilkenny","601","General Surgery","General Referral",1
"Aug-2017","St. Luke's Hospital, Kilkenny","601","Obstetrics","General Referral",2
"Aug-2017","St. Michael's Hospital","912","Dermatology","General Referral",2
"Aug-2017","St. Michael's Hospital","912","ENT","General Referral",19
"Aug-2017","St. Michael's Hospital","912","Gastroenterology","General Referral",19
"Aug-2017","St. Michael's Hospital","912","General Surgery","General Referral",32
"Aug-2017","St. Michael's Hospital","912","Gynaecology","General Referral",6
"Aug-2017","St. Michael's Hospital","912","Heart Failure Clinic","General Referral",8
"Aug-2017","St. Michael's Hospital","912","Heart Failure Virtual Clinic","General Referral",5
"Aug-2017","St. Michael's Hospital","912","Orthopaedics","General Referral",1
"Aug-2017","St. Vincent's University Hospital","910","Dermatology","General Referral",1
"Aug-2017","St. Vincent's University Hospital","910","Endocrinology","General Referral",1
"Aug-2017","St. Vincent's University Hospital","910","Endoscopy","Endoscopy Referral",1
"Aug-2017","St. Vincent's University Hospital","910","ENT","General Referral",1
"Aug-2017","St. Vincent's University Hospital","910","Gastroenterology","General Referral",1
"Aug-2017","St. Vincent's University Hospital","910","General Surgery","General Referral",1
"Aug-2017","St. Vincent's University Hospital","910","Geriatrics","General Referral",1
"Aug-2017","St. Vincent's University Hospital","910","Gynaecology","General Referral",3
"Aug-2017","St. Vincent's University Hospital","910","Orthopaedic","General Referral",19
"Aug-2017","St. Vincent's University Hospital","910","Pain Management","General Referral",2
"Aug-2017","St. Vincent's University Hospital","910","Pigmented Lesion","Pigmented Lesion Referral",1
"Aug-2017","St. Vincent's University Hospital","910","Psychiatry","General Referral",1
"Aug-2017","St. Vincent's University Hospital","910","Rheumatology","General Referral",7
"Aug-2017","St. Vincent's University Hospital","910","St. Vincent's Breast Clinic","Breast Clinic Referral",14
"Aug-2017","St. Vincent's University Hospital","910","St. Vincent's Neurology Dept.","Neurology Referral",1
"Aug-2017","St. Vincent's University Hospital","910","St. Vincent's Prostate Clinic","Prostate Cancer Referral",1
"Aug-2017","St. Vincent's University Hospital","910","Vascular Surgery","General Referral",2
"Aug-2017","Temple Street Children's University Hospital","940","ENT","General Referral",3
"Aug-2017","Temple Street Children's University Hospital","940","General Medicine","General Referral",3
"Aug-2017","Temple Street Children's University Hospital","940","Orthopaedics","General Referral",1
"Aug-2017","Tullamore Midland Regional Hospital","203","Cardiology","General Referral",2
"Aug-2017","Tullamore Midland Regional Hospital","203","ENT","General Referral",8
"Aug-2017","Tullamore Midland Regional Hospital","203","General Medical","General Referral",3
"Aug-2017","Tullamore Midland Regional Hospital","203","General Surgical","General Referral",3
"Aug-2017","Tullamore Midland Regional Hospital","203","Nephrology","General Referral",1
"Aug-2017","Tullamore Midland Regional Hospital","203","Orthopaedics","General Referral",10
"Aug-2017","Tullamore Midland Regional Hospital","203","Rheumatology","General Referral",2
"Aug-2017","UL Hospitals Group","9100","Cardiology","General Referral",47
"Aug-2017","UL Hospitals Group","9100","Dermatology","General Referral",10
"Aug-2017","UL Hospitals Group","9100","Endocrinology","General Referral",15
"Aug-2017","UL Hospitals Group","9100","ENT (Otolaryngology)","General Referral",7
"Aug-2017","UL Hospitals Group","9100","Gastroenterology","General Referral",2
"Aug-2017","UL Hospitals Group","9100","General Medicine","General Referral",12
"Aug-2017","UL Hospitals Group","9100","General Surgery","General Referral",10
"Aug-2017","UL Hospitals Group","9100","Geriatric Medicine","General Referral",7
"Aug-2017","UL Hospitals Group","9100","Gynaecology","General Referral",80
"Aug-2017","UL Hospitals Group","9100","Maxillo-Facial","General Referral",16
"Aug-2017","UL Hospitals Group","9100","Nephrology","General Referral",8
"Aug-2017","UL Hospitals Group","9100","Neurology","General Referral",4
"Aug-2017","UL Hospitals Group","9100","Ophthalmology","General Referral",14
"Aug-2017","UL Hospitals Group","9100","Orthopaedics","General Referral",16
"Aug-2017","UL Hospitals Group","9100","Paediatrics","General Referral",7
"Aug-2017","UL Hospitals Group","9100","Pain Management","General Referral",12
"Aug-2017","UL Hospitals Group","9100","Respiratory Medicine","General Referral",24
"Aug-2017","UL Hospitals Group","9100","Rheumatology","General Referral",25
"Aug-2017","UL Hospitals Group","9100","Urology","General Referral",14
"Aug-2017","UL Hospitals Group","9100","Vascular Surgery","General Referral",3
"Aug-2017","University Hospital Galway","800","Cardiology","General Referral",1
"Aug-2017","University Hospital Galway","800","Dermatology","General Referral",1
"Aug-2017","University Hospital Galway","800","Endocrinology","General Referral",1
"Aug-2017","University Hospital Galway","800","Gastro-Enterology","General Referral",1
"Aug-2017","University Hospital Galway","800","General Surgery","General Referral",2
"Aug-2017","University Hospital Galway","800","Gynaecology","General Referral",4
"Aug-2017","University Hospital Galway","800","Nephrology","General Referral",1
"Aug-2017","University Hospital Galway","800","Neurology","General Referral",1
"Aug-2017","University Hospital Galway","800","Ophthalmology","General Referral",2
"Aug-2017","University Hospital Galway","800","Oral Surgery","General Referral",1
"Aug-2017","University Hospital Galway","800","Orthopaedics","General Referral",5
"Aug-2017","University Hospital Galway","800","Otolaryngology (ENT)","General Referral",7
"Aug-2017","University Hospital Galway","800","Paediatrics","General Referral",3
"Aug-2017","University Hospital Galway","800","Plastic Surgery","General Referral",7
"Aug-2017","University Hospital Galway","800","Radiology","General Referral",6
"Aug-2017","University Hospital Galway","800","Respiratory Medicine","General Referral",2
"Aug-2017","University Hospital Galway","800","Rheumatology","General Referral",1
"Aug-2017","University Hospital Galway","800","UCHG Breast Clinic","Breast Clinic Referral",10
"Aug-2017","University Hospital Galway","800","UCHG Lung Clinic","Lung Cancer Referral",2
"Aug-2017","University Hospital Galway","800","Urology","General Referral",3
"Aug-2017","University Hospital Galway","800","Vascular Surgery","General Referral",2
"Aug-2017","University Hospital Limerick","300","Limerick Lung Clinic","Lung Cancer Referral",1
"Aug-2017","University Hospital Limerick","300","Limerick Regional Breast Clinic","Breast Clinic Referral",8
"Aug-2017","University Hospital Limerick","300","Pigmented Lesion Limerick","Pigmented Lesion Referral",3
"Aug-2017","University Hospital Waterford","600","Dermatology","General Referral",6
"Aug-2017","University Hospital Waterford","600","ENT","General Referral",4
"Aug-2017","University Hospital Waterford","600","General Surgery","General Referral",2
"Aug-2017","University Hospital Waterford","600","Ophthalmology","General Referral",3
"Aug-2017","University Hospital Waterford","600","Orthopaedics","General Referral",6
"Aug-2017","University Hospital Waterford","600","Pigmented Lesion","Pigmented Lesion Referral",6
"Aug-2017","University Hospital Waterford","600","Rheumatology","General Referral",1
"Aug-2017","University Hospital Waterford","600","Urology","General Referral",2
"Aug-2017","University Hospital Waterford","600","Vascular","General Referral",1
"Aug-2017","University Hospital Waterford","600","Waterford Regional Breast Clinic","Breast Clinic Referral",9
"Aug-2017","Wexford General Hospital","605","General Medicine","General Referral",1
"Aug-2017","Wexford General Hospital","605","General Surgery","General Referral",3
"Sep-2017","Alliance Mater Private Cork Radiology","9116","Cardiac Calcium Scoring","General Referral",1
"Sep-2017","Alliance Mater Private Cork Radiology","9116","CT","General Referral",3
"Sep-2017","Alliance Mater Private Cork Radiology","9116","MRI","General Referral",54
"Sep-2017","Alliance Mater Private Cork Radiology","9116","Ultrasound","General Referral",15
"Sep-2017","Alliance Mater Private Cork Radiology","9116","X-Ray","General Referral",5
"Sep-2017","Alliance Medical Charter Medical Radiology","9104","CT","General Referral",2
"Sep-2017","Alliance Medical Charter Medical Radiology","9104","DXA","General Referral",2
"Sep-2017","Alliance Medical Charter Medical Radiology","9104","MRI","General Referral",16
"Sep-2017","Alliance Medical Charter Medical Radiology","9104","Ultrasound","General Referral",8
"Sep-2017","Alliance Medical Charter Medical Radiology","9104","X-Ray","General Referral",43
"Sep-2017","Alliance Medical Clane Hospital Radiology","9105","CT","General Referral",3
"Sep-2017","Alliance Medical Clane Hospital Radiology","9105","DXA","General Referral",1
"Sep-2017","Alliance Medical Clane Hospital Radiology","9105","MRI","General Referral",30
"Sep-2017","Alliance Medical Clane Hospital Radiology","9105","Ultrasound","General Referral",5
"Sep-2017","Alliance Medical Mercy Hospital MRI Cork","9114","MRI","General Referral",1
"Sep-2017","Alliance Medical Merlin Park CT and MRI","9106","MRI","General Referral",27
"Sep-2017","Alliance Medical MRI Bons Secours Hospital Tralee","9113","MRI","General Referral",31
"Sep-2017","Alliance Medical MRI Centre Ballinasloe","9107","MRI","General Referral",35
"Sep-2017","Alliance Medical MRI Centre Clonmel","9108","MRI","General Referral",6
"Sep-2017","Alliance Medical MRI Centre Drogheda","9111","MRI","General Referral",20
"Sep-2017","Alliance Medical MRI Centre Tullamore","9109","MRI","General Referral",7
"Sep-2017","Alliance Medical MRI Consultant Private Clinic CUH","9112","MRI","General Referral",9
"Sep-2017","Alliance Medical St Francis Mullingar","9110","DXA","General Referral",4
"Sep-2017","Alliance Medical St Francis Mullingar","9110","MRI","General Referral",22
"Sep-2017","Alliance Medical St Francis Mullingar","9110","Ultrasound","General Referral",10
"Sep-2017","AMNCH","1049","Cardiology","General Referral",21
"Sep-2017","AMNCH","1049","Clinical Neurophysiology","General Referral",3
"Sep-2017","AMNCH","1049","Dermatology","General Referral",59
"Sep-2017","AMNCH","1049","Endocrinology/Chemical Pathology","General Referral",10
"Sep-2017","AMNCH","1049","ENT","General Referral",55
"Sep-2017","AMNCH","1049","Gastroenterology","General Referral",46
"Sep-2017","AMNCH","1049","Geriatric Medicine","General Referral",8
"Sep-2017","AMNCH","1049","Gynaecology","General Referral",21
"Sep-2017","AMNCH","1049","Haematology","General Referral",15
"Sep-2017","AMNCH","1049","Liaison Psychiatry","General Referral",1
"Sep-2017","AMNCH","1049","Nephrology","General Referral",7
"Sep-2017","AMNCH","1049","Neurology","General Referral",25
"Sep-2017","AMNCH","1049","Oncology","General Referral",1
"Sep-2017","AMNCH","1049","Ophthalmology","General Referral",6
"Sep-2017","AMNCH","1049","Orthopaedics","General Referral",70
"Sep-2017","AMNCH","1049","Paediatric Cardiology","General Referral",1
"Sep-2017","AMNCH","1049","Paediatric Dermatology","General Referral",7
"Sep-2017","AMNCH","1049","Paediatric Developmental","General Referral",4
"Sep-2017","AMNCH","1049","Paediatric Endocrinology","General Referral",4
"Sep-2017","AMNCH","1049","Paediatric ENT","General Referral",15
"Sep-2017","AMNCH","1049","Paediatric Gastroenterology","General Referral",7
"Sep-2017","AMNCH","1049","Paediatric General Surgery","General Referral",11
"Sep-2017","AMNCH","1049","Paediatric Medicine","General Referral",26
"Sep-2017","AMNCH","1049","Paediatric Neurology","General Referral",3
"Sep-2017","AMNCH","1049","Paediatric Respiratory","General Referral",9
"Sep-2017","AMNCH","1049","Pain Medicine","General Referral",3
"Sep-2017","AMNCH","1049","Pigmented Lesion","Pigmented Lesion Referral",4
"Sep-2017","AMNCH","1049","Respiratory","General Referral",22
"Sep-2017","AMNCH","1049","Rheumatology","General Referral",17
"Sep-2017","AMNCH","1049","Surgery","General Referral",41
"Sep-2017","AMNCH","1049","Urology","General Referral",53
"Sep-2017","AMNCH","1049","Vascular","General Referral",17
"Sep-2017","Bantry General Hospital","704","Gastroenterology","General Referral",24
"Sep-2017","Bantry General Hospital","704","General Medicine","General Referral",29
"Sep-2017","Bantry General Hospital","704","General Surgery","General Referral",66
"Sep-2017","Bantry General Hospital","704","Medicine for the Elderly","General Referral",1
"Sep-2017","Bantry General Hospital","704","Outreach Dermatology","General Referral",12
"Sep-2017","Bantry General Hospital","704","Outreach Orthopaedics","General Referral",7
"Sep-2017","Bantry General Hospital","704","Outreach Surgical","General Referral",8
"Sep-2017","Barringtons MRI Centre","9115","MRI","General Referral",92
"Sep-2017","Beaumont Hospital","923","Anaesthetics","General Referral",1
"Sep-2017","Beaumont Hospital","923","Beaumont Breast Clinic","Breast Clinic Referral",256
"Sep-2017","Beaumont Hospital","923","Beaumont Lung Clinic","Lung Cancer Referral",7
"Sep-2017","Beaumont Hospital","923","Beaumont Prostate Clinic","Prostate Cancer Referral",16
"Sep-2017","Beaumont Hospital","923","Cardiology","General Referral",54
"Sep-2017","Beaumont Hospital","923","Clinical Immunology","General Referral",8
"Sep-2017","Beaumont Hospital","923","Dermatology","General Referral",90
"Sep-2017","Beaumont Hospital","923","Endocrinology","General Referral",34
"Sep-2017","Beaumont Hospital","923","ENT","General Referral",89
"Sep-2017","Beaumont Hospital","923","Gastro-Enterology","General Referral",71
"Sep-2017","Beaumont Hospital","923","General Surgery","General Referral",66
"Sep-2017","Beaumont Hospital","923","Geriatric Medicine","General Referral",21
"Sep-2017","Beaumont Hospital","923","Gynaecology","General Referral",18
"Sep-2017","Beaumont Hospital","923","Haematology","General Referral",15
"Sep-2017","Beaumont Hospital","923","Infectious Diseases","General Referral",4
"Sep-2017","Beaumont Hospital","923","Nephrology","General Referral",7
"Sep-2017","Beaumont Hospital","923","Neurology","General Referral",50
"Sep-2017","Beaumont Hospital","923","Neurosurgery","General Referral",33
"Sep-2017","Beaumont Hospital","923","Ophthalmology","General Referral",7
"Sep-2017","Beaumont Hospital","923","Orthopaedics","General Referral",62
"Sep-2017","Beaumont Hospital","923","Pain Relief","General Referral",31
"Sep-2017","Beaumont Hospital","923","Plastic Surgery","General Referral",42
"Sep-2017","Beaumont Hospital","923","Respiratory Medicine","General Referral",24
"Sep-2017","Beaumont Hospital","923","Rheumatology","General Referral",29
"Sep-2017","Beaumont Hospital","923","Urology","General Referral",65
"Sep-2017","Beaumont Hospital","923","Vascular Surgery","General Referral",55
"Sep-2017","Cappagh National Orthopaedic Hospital","955","Orthopaedics","General Referral",89
"Sep-2017","Cappagh National Orthopaedic Hospital","955","Rheumatology","General Referral",6
"Sep-2017","Cavan Monaghan Hospital","402","Ante-Natal","General Referral",22
"Sep-2017","Cavan Monaghan Hospital","402","Dermatology","General Referral",18
"Sep-2017","Cavan Monaghan Hospital","402","ENT","General Referral",28
"Sep-2017","Cavan Monaghan Hospital","402","Gynaecology","General Referral",44
"Sep-2017","Cavan Monaghan Hospital","402","Haematology","General Referral",8
"Sep-2017","Cavan Monaghan Hospital","402","Medical","General Referral",98
"Sep-2017","Cavan Monaghan Hospital","402","Neurology","General Referral",8
"Sep-2017","Cavan Monaghan Hospital","402","Orthopaedics","General Referral",45
"Sep-2017","Cavan Monaghan Hospital","402","Paediatrics","General Referral",29
"Sep-2017","Cavan Monaghan Hospital","402","Surgical","General Referral",159
"Sep-2017","Connolly Hospital","108","Cardiology","General Referral",17
"Sep-2017","Connolly Hospital","108","Dermatology","General Referral",22
"Sep-2017","Connolly Hospital","108","Endocrinology","General Referral",11
"Sep-2017","Connolly Hospital","108","ENT","General Referral",13
"Sep-2017","Connolly Hospital","108","Gastroenterology","General Referral",30
"Sep-2017","Connolly Hospital","108","General Surgery","General Referral",47
